#CHR	start	end	T00h	T02h	T06h	T12h	T18h	T24h
1	34240098	34240498	0.0718	-0.3247	-0.0132	0.2419	0.1826	-0.4914
1	34329499	34329899	-0.2879	-0.2869	-0.0785	0.2800	0.1910	0.2058
1	34449499	34449899	0.0457	-0.0454	0.2175	-0.1625	0.5306	-0.0679
1	34600098	34600498	-0.0974	-0.4062	-0.0302	0.1987	0.3198	0.0639
1	34689499	34689899	0.0660	0.0938	-0.0431	-0.0325	-0.4331	-0.1487
1	34809499	34809899	-0.2601	-0.0358	-0.8062	-0.3116	-0.0871	-0.3572
1	34960098	34960498	0.5901	-0.0104	0.5970	-0.0397	0.0190	0.0310
1	35049499	35049899	0.2716	-0.2832	0.6645	0.0289	0.0713	0.2168
1	35169499	35169899	-0.2532	0.2587	0.2172	0.5858	-0.1481	-0.0636
1	35320098	35320498	-0.0337	-0.2353	0.1276	0.0435	-0.5228	0.0913
1	35409499	35409899	-0.3604	-0.1491	0.2432	0.0112	-0.2593	0.0826
1	35529499	35529899	-0.0982	0.1763	0.5236	0.3055	0.5245	-0.0691
1	35680098	35680498	0.0701	-0.1313	0.0414	-0.4918	0.4290	-0.1248
1	35769499	35769899	-0.1892	0.4222	0.0927	0.2670	0.1500	0.7841
1	35889499	35889899	0.7499	1.2541	0.3490	1.3404	1.0106	1.0669
1	36040098	36040498	-0.2817	0.3033	0.5418	-0.3537	0.1903	0.4640
1	36129499	36129899	-0.1114	0.1191	0.1534	-0.4841	0.1540	-0.1044
1	36249499	36249899	0.3389	0.1835	0.2030	-0.0500	0.2447	0.2022
1	36400098	36400498	0.0437	0.5773	0.0946	-0.2639	0.4073	0.0100
1	36489499	36489899	0.1274	0.3194	0.3224	-0.0292	0.1978	0.2562
1	36609499	36609899	-0.2486	-0.3799	-0.4428	-0.6082	-0.0854	0.0308
1	36760098	36760498	-0.2726	0.0020	-1.0133	-0.0513	0.0120	-0.1004
1	36849499	36849899	0.1661	-0.4936	0.0024	0.4694	-0.1622	0.1837
1	36969499	36969899	-0.5141	0.5760	-0.2661	0.0067	0.6679	-0.1927
1	37120098	37120498	-0.2863	0.2230	0.1510	0.5664	-0.3126	0.4905
1	37209499	37209899	0.2999	-0.1871	-0.2858	-0.5180	0.1077	-0.2376
1	37329499	37329899	0.0039	-0.0766	-0.5357	0.0012	-0.2146	-0.3706
1	37480098	37480498	-0.0201	0.3983	-0.9438	-0.4340	0.3263	0.0916
1	37569499	37569899	0.1721	-0.0481	-0.0358	-0.3446	-0.0543	0.3500
1	37689499	37689899	0.2048	0.2457	0.5201	0.3567	-0.2638	-0.3635
1	37840098	37840498	-0.0106	0.4324	-0.8746	-0.3407	-0.2208	0.2189
1	37929499	37929899	0.3915	0.3455	0.1511	-0.8523	0.0051	-0.5822
1	38049499	38049899	0.1820	0.1972	0.0562	0.1058	-0.0232	-0.2935
1	38200098	38200498	0.3779	0.8359	0.0191	0.2984	0.1208	-0.3426
1	38289499	38289899	-0.1662	0.6272	0.1437	-0.1375	0.4942	0.2767
1	38409499	38409899	0.2444	0.1132	-0.2930	0.2538	-0.2738	0.0976
1	38560098	38560498	0.9938	1.1344	0.9299	1.4909	1.3525	1.5956
1	38649499	38649899	0.0857	0.4362	-0.0019	0.1518	-0.1878	-0.3766
1	38769499	38769899	-0.0669	-0.7978	0.3933	-0.3252	0.2777	0.2567
1	38920098	38920498	-0.2983	-0.3478	0.0064	0.0774	-0.5134	0.1821
1	39009499	39009899	0.5189	-0.0997	-0.0144	0.3975	0.2837	-0.0123
1	39129499	39129899	-0.1905	-0.3043	0.2422	0.1947	-0.3211	-0.0332
1	39280098	39280498	0.1683	0.0514	0.3745	-0.0952	-0.1194	0.1977
1	39369499	39369899	-0.1929	0.1184	0.2933	0.2694	0.3045	-0.1038
1	39489499	39489899	-1.1436	-1.6918	-1.1812	-1.2980	-1.5909	-1.6843
1	39640098	39640498	-0.6134	-0.3119	-0.4056	0.4673	-0.2026	-0.6370
1	39729499	39729899	-0.1609	-0.1531	0.0159	-0.3062	-0.0514	-0.0720
1	39849499	39849899	0.0332	-0.7472	-0.5299	-0.0792	0.3847	-0.2303
1	40000098	40000498	-0.2589	0.1711	0.4002	0.2542	0.3583	0.5143
1	40089499	40089899	-0.6138	0.3642	-0.1428	-0.4252	0.0534	-0.0378
1	40209499	40209899	-0.1619	-0.1877	-0.1516	-0.5194	-0.0204	0.5812
1	40360098	40360498	-0.6283	-0.2185	-0.1674	0.1936	-0.2748	0.2185
1	40449499	40449899	-0.1289	-0.4725	0.2393	-0.2873	-0.5988	-0.0147
1	40569499	40569899	0.0459	-0.1604	-0.2379	0.0051	0.1727	0.3902
1	40720098	40720498	-0.0843	-0.5440	-0.2488	0.1966	0.0054	0.2062
1	40809499	40809899	-0.1818	-0.5566	0.5162	-0.6429	0.1884	0.3467
1	40929499	40929899	-0.3431	-0.6276	0.3247	-0.0996	-0.0590	-0.5323
1	41080098	41080498	0.3197	0.0799	-0.0213	-0.0117	-0.9271	0.1608
1	41169499	41169899	-0.7934	0.2320	-0.0466	-0.1849	0.2959	0.1534
1	41289499	41289899	-1.0107	-1.4533	-1.4844	-1.6337	-1.9101	-1.6109
1	41440098	41440498	1.2640	1.4275	1.2076	1.7147	1.4226	1.3903
1	41529499	41529899	-0.5558	-0.2697	0.6405	-0.4395	0.3032	-0.1951
1	41649499	41649899	-0.4849	0.0761	-0.1960	0.5378	0.6885	0.5271
1	41800098	41800498	0.3543	-0.1986	0.3189	0.2123	-0.0306	0.3306
1	41889499	41889899	0.1397	0.2034	0.7632	0.0742	-0.4863	0.3622
1	42009499	42009899	0.1393	-0.3118	-0.0071	0.2420	0.4630	-0.4260
1	42160098	42160498	-0.0133	0.2104	-0.2698	0.1132	0.3834	0.0594
1	42249499	42249899	0.6015	1.1735	0.7248	0.6544	1.9480	1.8939
1	42369499	42369899	-0.1780	0.8828	0.4578	-0.1700	0.5948	0.1668
1	42520098	42520498	0.3042	-0.3280	-0.6159	-0.3905	0.1028	0.2451
1	42609499	42609899	1.0597	1.1358	0.7825	1.4905	1.2634	1.9748
1	42729499	42729899	0.3631	-0.3610	-0.4126	-0.0897	-0.0888	-0.0362
1	42880098	42880498	0.0496	-0.1253	0.1851	-0.4546	-0.4138	0.2355
1	42969499	42969899	0.6223	1.2412	1.6267	1.7275	2.3585	1.6646
1	43089499	43089899	-0.2318	-0.3172	0.2368	-0.3366	-0.0545	-0.3968
1	43240098	43240498	-0.0551	0.0479	-0.1941	-0.1137	-0.7250	0.2872
1	43329499	43329899	0.5336	-0.2199	-0.4867	0.0056	-0.2206	0.4886
1	43449499	43449899	-0.1988	0.3459	0.0613	-0.3415	0.0149	0.0907
1	43600098	43600498	0.1397	-0.2758	-0.4399	-0.3164	-0.0115	-0.1760
1	43689499	43689899	0.2902	-0.3543	-0.3185	0.3027	-0.1667	0.1812
1	43809499	43809899	0.0879	0.1367	-0.1998	0.0832	0.1184	-0.3562
1	43960098	43960498	-0.1590	0.2594	0.9735	0.6456	0.0190	0.0242
1	44049499	44049899	0.1107	0.3513	-0.2763	0.2545	-0.2773	0.5343
1	44169499	44169899	-0.0163	0.2907	-0.6181	0.2419	0.3240	-0.1891
1	44320098	44320498	0.0850	0.3872	0.0067	-0.0683	0.1017	-0.4909
1	44409499	44409899	-0.2877	0.3507	-0.3715	0.2410	-0.2539	-0.1063
1	44529499	44529899	0.4651	0.3211	0.4486	-0.3363	-0.3240	-0.4421
1	44680098	44680498	0.0846	-0.2050	-0.0828	0.2744	-0.6418	-0.4288
1	44769499	44769899	0.2502	0.1536	0.1602	-0.4646	0.3423	-0.1241
1	44889499	44889899	-0.0390	-0.1245	0.2640	-0.0109	0.5630	-0.3224
1	45040098	45040498	0.6563	0.2433	-0.1744	-0.0646	0.3626	-0.2355
1	45129499	45129899	0.7316	-0.2577	-0.4238	-0.5460	-0.2244	-0.1558
1	45249499	45249899	0.3297	0.0472	-0.0074	0.0095	-0.0649	-0.0420
1	45400098	45400498	0.0721	0.7072	0.5619	-0.0301	0.2694	-0.1926
1	45489499	45489899	-0.0902	0.0839	-0.0745	-0.6522	0.3451	0.2456
1	45609499	45609899	0.2841	-0.2230	-0.1431	-0.0409	0.4104	-0.0881
1	45760098	45760498	-0.7480	-0.7385	0.2483	-0.6595	0.2280	-0.4559
1	45849499	45849899	0.4373	0.1997	0.2946	0.2412	-0.0666	0.1109
1	45969499	45969899	-0.0328	0.3426	0.0748	-0.2772	-0.0780	-0.5661
1	46120098	46120498	-0.0536	0.1473	0.4734	0.0930	0.3785	1.0133
1	46209499	46209899	0.3742	0.9424	0.5433	0.6816	1.0861	1.1776
1	46329499	46329899	-0.0436	-0.1723	0.2722	0.1678	-0.0494	0.0198
1	46480098	46480498	0.3022	-0.2765	-0.3547	-0.3382	0.0172	0.5916
1	46569499	46569899	-0.0370	0.1676	0.4683	-0.3749	-0.2357	0.0218
1	46689499	46689899	0.1337	-0.1156	0.0791	0.0761	-0.2132	-0.2376
1	46840098	46840498	0.0165	0.3620	-0.0695	-0.1124	0.1838	-0.1730
1	46929499	46929899	0.2503	0.2266	-0.4860	0.2064	-0.2300	0.4554
1	47049499	47049899	-0.1527	0.4556	-0.4694	0.0544	0.3748	-0.4007
1	47200098	47200498	-0.0743	0.2652	-0.1013	-0.1663	0.4484	0.8775
1	47289499	47289899	0.0900	-0.5076	-0.1741	-0.1816	-0.2209	0.2698
1	47409499	47409899	0.4410	0.1466	-0.5223	0.2620	-0.0170	-0.0831
1	47560098	47560498	-0.6782	0.0986	-0.3337	0.5836	0.4817	0.2056
1	47649499	47649899	-0.3503	0.6895	0.1321	0.1619	0.4586	0.0295
1	47769499	47769899	0.3510	0.3451	0.3565	0.3214	-0.5105	-0.0046
1	47920098	47920498	-0.3593	0.6940	0.1575	-0.0664	-0.4950	-0.2502
1	48009499	48009899	-0.2389	-0.3641	-0.1475	-0.1674	-0.1954	0.1938
1	48129499	48129899	-0.0810	0.2045	0.2102	0.0781	-0.4927	-0.0980
1	48280098	48280498	0.2338	0.3857	-0.3655	-0.4275	0.0963	0.1893
1	48369499	48369899	0.6651	0.0586	-0.1115	-0.3869	-0.3585	-0.2636
1	48489499	48489899	-0.7089	-0.3723	-0.1242	-0.0493	-0.1579	0.3182
1	48640098	48640498	0.4889	0.0184	0.2178	-0.6021	-0.2280	-0.1735
1	48729499	48729899	0.4723	-0.2338	-0.0739	-0.3658	0.2448	0.4425
1	48849499	48849899	0.0956	0.0188	0.3312	-0.3421	-0.2246	0.6872
1	49000098	49000498	0.4209	-1.1270	0.3278	0.0730	-0.7940	0.0073
1	49089499	49089899	0.0446	-0.4883	0.0704	0.1389	0.3036	0.1358
1	49209499	49209899	0.3844	-0.4942	0.4760	0.5998	0.2454	-0.3636
1	49360098	49360498	-0.4005	0.3716	0.1018	-0.0090	0.4795	0.4380
1	49449499	49449899	0.2158	0.2029	-0.5030	0.1897	0.3792	0.0359
1	49569499	49569899	-0.2145	-0.8643	-1.1155	-1.0468	-1.6676	-1.3730
1	49720098	49720498	0.1433	0.1379	0.3561	-0.6338	0.5289	-0.2708
1	49809499	49809899	0.1689	-0.0305	-0.2453	0.2380	0.4634	-0.0997
1	49929499	49929899	0.4015	-0.2220	0.3250	0.0340	0.3876	0.3114
1	50080098	50080498	-0.2001	0.1897	0.2039	0.1403	0.1563	0.1694
1	50169499	50169899	-0.5225	-0.0771	0.1317	0.4924	0.1606	-0.1742
1	50289499	50289899	-0.7651	-0.6458	-0.0075	0.5584	-0.5544	0.0773
1	50440098	50440498	0.3030	-0.0754	0.5712	0.0395	0.1476	-0.5269
1	50529499	50529899	-0.0223	0.3950	-0.1980	0.2309	-0.0002	0.0645
1	50649499	50649899	-0.0410	-0.4180	0.1045	0.4485	-0.5058	0.0652
1	50800098	50800498	0.3849	0.0976	0.1477	-0.0064	0.0610	0.5102
1	50889499	50889899	-0.3245	-0.0958	-0.4199	1.0344	-0.3819	0.3423
1	51009499	51009899	-0.4682	-0.6293	-1.5110	-1.1831	-1.2475	-1.6051
1	51160098	51160498	0.0066	-0.2275	-0.4681	0.0642	-0.2472	0.3084
1	51249499	51249899	0.6175	-0.1485	-0.5089	0.3763	-0.8136	0.1349
1	51369499	51369899	0.1322	0.2611	-0.1184	0.7299	0.7106	0.2535
1	51520098	51520498	0.4984	0.4903	0.7544	1.1454	1.3658	1.5916
1	51609499	51609899	1.2925	1.2804	0.1506	0.7952	2.0430	1.2530
1	51729499	51729899	1.2601	1.5210	0.7738	0.8618	1.4502	2.5063
1	51880098	51880498	0.1765	0.0984	-0.4154	-0.0865	-0.1012	0.3429
1	51969499	51969899	0.0783	0.3750	-0.4113	-0.3226	-0.0459	0.1692
1	52089499	52089899	-0.0569	-0.1743	-0.1330	0.0047	-0.5072	-0.0302
1	52240098	52240498	-1.1637	-0.8953	-1.3686	-0.8737	-1.1382	-1.0637
1	52329499	52329899	-0.2815	0.0699	0.2360	0.3896	0.2985	0.1884
1	52449499	52449899	0.3825	0.2260	-0.2365	-0.5314	0.6708	0.6414
1	52600098	52600498	-0.0595	-0.1796	-0.0354	0.4384	-0.2537	0.3450
1	52689499	52689899	0.7862	0.2347	-0.5546	-0.1619	0.2526	0.1151
1	52809499	52809899	-0.5829	-0.0590	-0.3815	0.4816	0.0280	0.5175
1	52960098	52960498	-1.1798	-0.7927	-0.9975	-1.2294	-2.1750	-1.2136
1	53049499	53049899	-0.0389	-0.0356	-0.3058	0.0004	-0.4136	0.4161
1	53169499	53169899	0.7197	0.1465	-0.2018	0.0424	-0.2079	-0.0880
1	53320098	53320498	-0.3822	0.1662	0.5671	0.3534	-0.0741	-0.0964
1	53409499	53409899	-0.2798	0.2312	0.0223	-0.4765	-0.1140	-0.0174
1	53529499	53529899	0.0580	0.3139	0.3959	0.0352	-0.2620	-0.1112
1	53680098	53680498	0.6118	-0.3167	0.2084	-0.1857	0.2543	-0.2349
1	53769499	53769899	0.1010	-0.4061	-0.0984	0.1513	0.4686	0.1541
1	53889499	53889899	0.8793	0.4822	1.3609	1.9087	1.5459	1.5352
1	54040098	54040498	-0.2893	0.7509	-0.3089	0.5055	-0.2437	0.3436
1	54129499	54129899	0.7570	1.4439	0.8767	2.1383	1.6145	0.9892
1	54249499	54249899	-0.4853	-0.9502	-0.2712	0.5992	-0.5363	-0.3522
1	54400098	54400498	0.4283	0.7753	0.8603	1.1665	0.7581	1.3920
1	54489499	54489899	0.0216	0.1076	-0.5452	-0.4431	0.5983	0.5179
1	54609499	54609899	0.2353	0.2115	0.4275	0.4918	0.0576	0.7479
1	54760098	54760498	0.0666	0.3897	0.2127	0.0818	-0.2994	-0.5726
1	54849499	54849899	-0.4529	0.2050	-0.3320	0.3449	-0.1888	0.0432
1	54969499	54969899	-0.4558	-0.5612	0.2577	0.2468	-0.0106	0.4554
1	55120098	55120498	0.7227	1.0447	1.0791	1.7575	1.5536	2.1075
1	55209499	55209899	-0.4879	0.6443	0.5579	-0.1709	0.4433	0.1122
1	55329499	55329899	-0.2815	0.2271	-0.0176	0.0047	0.1065	-0.0786
1	55480098	55480498	-0.3238	-0.0328	-0.0211	0.1097	-0.2365	-0.0581
1	55569499	55569899	0.4605	0.0687	-0.2800	0.5723	-0.2348	0.0372
1	55689499	55689899	-0.1963	0.0541	0.3842	0.8088	-0.2616	-0.1555
1	55840098	55840498	-0.3789	-0.0205	0.6006	-0.1646	-0.6124	0.0471
1	55929499	55929899	-0.2367	-0.0598	0.5378	0.1971	0.2797	0.0680
1	56049499	56049899	0.5514	0.1481	-0.2229	-0.0550	0.1226	0.9827
1	56200098	56200498	-0.0620	0.3247	0.5566	-0.0227	0.1636	-0.2223
1	56289499	56289899	-0.5579	-0.3473	0.0061	-0.0768	-0.1799	0.2793
1	56409499	56409899	0.3442	0.1094	-0.1211	-0.1914	-0.5903	-0.5831
1	56560098	56560498	-0.1210	0.2781	0.2630	0.2441	-0.7228	-0.0502
1	56649499	56649899	-0.1671	0.1212	0.1668	0.3076	-0.0215	0.0381
1	56769499	56769899	0.2860	0.6264	0.2374	-0.6092	-0.5457	0.5072
1	56920098	56920498	0.3756	-0.1163	0.1433	0.0976	0.4382	-0.3706
1	57009499	57009899	-0.8686	0.3083	-0.2736	0.0282	-0.2173	0.2539
1	57129499	57129899	-0.0292	-0.0344	0.0707	-0.4245	0.4867	-0.2756
1	57280098	57280498	0.1287	-0.0661	-0.1060	0.0295	-0.5516	-0.0933
1	57369499	57369899	-0.0419	-0.6640	0.2811	-0.1725	-0.7013	0.6896
1	57489499	57489899	-0.5020	-0.0342	-0.4654	0.1613	0.5193	0.2124
2	9499	9899	0.4428	-0.2843	0.8685	0.2679	-0.6042	0.0123
2	60000	60400	0.1867	0.3792	0.3900	-0.5971	-0.1862	0.5637
2	160098	160498	-0.0357	0.1660	0.1945	0.1375	0.3936	-0.1894
2	180000	180400	-0.0146	-0.0001	-0.5428	-0.3703	-0.6413	0.8420
2	249499	249899	0.0812	0.3674	0.8187	0.2862	1.1018	0.0374
2	300000	300400	-0.6307	0.0805	0.3600	-0.2076	0.5099	0.2069
2	369499	369899	0.0828	-0.0086	-0.4181	-0.3442	-0.3990	-0.0043
2	420000	420400	0.3104	-0.8158	0.6630	0.5055	0.1086	-0.8003
2	520098	520498	-0.1593	-0.1923	-0.1691	-0.6483	-0.6000	0.8514
2	540000	540400	-0.5042	-0.1776	-0.8881	-0.2163	0.0751	-0.2174
2	609499	609899	0.1066	-0.3048	0.0557	-0.3363	-0.0197	0.1173
2	660000	660400	0.4996	-0.3037	-0.0198	-0.2296	0.2404	0.3110
2	729499	729899	-0.1701	-0.5369	0.1448	0.2946	0.0635	-0.4279
2	780000	780400	0.0640	-0.2385	0.1611	0.2619	-0.3584	-0.0685
2	880098	880498	0.0719	-0.5718	0.1869	0.1374	-0.5231	-0.7408
2	900000	900400	-0.1146	0.2855	-0.3877	0.1086	0.2108	0.1815
2	969499	969899	-0.3575	-0.2637	-0.5730	-0.4733	0.5310	0.5614
2	1020000	1020400	-0.5010	0.1541	-0.5590	-0.5935	0.3015	-0.7814
2	1089499	1089899	-0.6885	-0.2140	0.1270	-0.1295	-0.5738	0.4450
2	1140000	1140400	1.0947	0.5730	-0.1077	0.0634	0.0387	-0.5442
2	1240098	1240498	0.6484	0.2282	0.0512	-0.2535	-0.1553	0.2440
2	1260000	1260400	-0.0349	-0.0313	-0.3196	0.4160	-0.6884	0.6079
2	1329499	1329899	-0.5339	0.5735	0.0593	-0.3285	-0.1943	0.5620
2	1380000	1380400	-0.4539	0.1054	0.4117	-0.7552	-0.4162	0.1304
2	1449499	1449899	0.1336	-0.8820	-0.0001	-0.3283	0.5609	-0.4627
2	1500000	1500400	0.2892	0.2085	0.1736	0.3495	-0.5246	0.1845
2	1600098	1600498	0.3436	0.7207	0.6365	0.1870	-0.3525	0.2637
2	1620000	1620400	-0.8728	-0.4818	-0.4156	0.3335	0.4294	0.2925
2	1689499	1689899	1.0393	0.6641	1.7042	1.2492	1.8938	2.1655
2	1740000	1740400	-0.1129	-0.4327	0.1514	-0.5463	-0.1699	-0.8699
2	1809499	1809899	-1.3651	-1.4352	-0.9448	-1.7110	-1.0913	-1.6021
2	1860000	1860400	0.2750	-0.0433	0.2709	0.6314	-0.3625	-0.1073
2	1960098	1960498	-0.2755	0.8588	0.1223	-0.1224	0.1127	-0.0282
2	1980000	1980400	0.0514	-0.1971	-0.7977	-0.3079	0.2837	0.3559
2	2049499	2049899	-0.2864	-0.1236	0.3271	-0.1121	0.7102	0.3659
2	2100000	2100400	0.3632	-0.2086	0.2046	-0.0114	0.1027	0.5948
2	2169499	2169899	0.0117	0.2555	-0.2515	-0.0489	0.0785	-0.3944
2	2220000	2220400	-0.9941	-0.2252	-0.7904	-0.0254	-0.2022	0.0466
2	2320098	2320498	-0.7502	0.2151	0.1056	-0.0986	0.0228	0.3088
2	2340000	2340400	0.4917	0.1746	0.1923	0.5301	-0.4278	0.3115
2	2409499	2409899	-0.6307	0.2029	0.1817	0.1843	-0.0544	-0.0988
2	2460000	2460400	0.3374	0.4910	0.1537	-0.6237	-0.0414	0.0171
2	2529499	2529899	-0.8917	0.4776	0.3361	0.5062	-0.1545	0.0792
2	2580000	2580400	0.1931	0.3984	0.3872	-0.2862	0.5721	0.9397
2	2680098	2680498	-0.1328	-0.2723	-0.4118	0.0103	0.1674	0.3084
2	2700000	2700400	-0.0519	0.2623	-0.2870	0.4563	0.1185	0.2647
2	2769499	2769899	0.4184	-0.1560	0.6565	0.2443	-0.1073	-0.1350
2	2820000	2820400	0.0817	-0.3096	0.0317	0.4473	-0.2592	0.1526
2	2889499	2889899	-0.1068	-0.3773	-0.4842	0.0793	-0.1104	0.1675
2	2940000	2940400	-0.2891	0.1599	-0.3479	-0.3046	0.1542	0.3383
2	3040098	3040498	-0.0408	-0.4058	0.0910	-0.6466	0.1074	0.1877
2	3060000	3060400	0.2247	-0.3004	0.3854	-0.5494	0.3064	-0.0776
2	3129499	3129899	-0.2249	-0.1160	-0.1243	-0.0794	0.6095	-0.0161
2	3180000	3180400	0.0006	-0.0554	0.0455	-0.0580	0.0474	-0.7044
2	3249499	3249899	0.2637	0.0495	0.0713	-0.1791	0.5659	0.5527
2	3300000	3300400	0.3078	0.0637	-0.5112	0.2937	-0.6022	0.0414
2	3400098	3400498	-0.1422	0.8697	-0.0692	-0.3609	0.6007	0.5152
2	3420000	3420400	-0.0240	-0.2102	0.4271	0.0586	0.7694	0.5581
2	3489499	3489899	0.0705	0.9428	1.0544	1.3906	1.1104	2.2525
2	3540000	3540400	0.2073	0.1335	0.0940	-0.4351	-0.0228	-0.0216
2	3609499	3609899	-0.2632	0.3394	-0.1684	0.3800	0.1564	0.0274
2	3660000	3660400	0.7835	-0.1294	-0.0608	-0.2638	0.1488	0.3007
2	3760098	3760498	0.0590	0.3525	0.3132	0.2633	-0.0601	0.4309
2	3780000	3780400	-0.4815	-0.3268	0.1190	-0.4016	-0.1435	-0.0861
2	3849499	3849899	0.0223	0.3898	0.7387	0.1248	0.0594	-0.2692
2	3900000	3900400	0.2621	-0.1473	0.1733	0.4193	0.0406	-0.1526
2	3969499	3969899	0.6105	0.6583	0.8268	1.1438	1.5134	1.9316
2	4020000	4020400	0.4665	0.2033	0.8207	-0.2317	-0.1557	-0.8678
2	4120098	4120498	0.1947	-0.3857	-0.2003	0.6529	-0.4738	-0.0601
2	4140000	4140400	-0.0834	-0.1714	-0.9570	-0.1043	0.0781	-0.0288
2	4209499	4209899	-0.0184	-0.7096	-1.4868	-1.0115	-1.0066	-0.9808
2	4260000	4260400	0.3242	-0.1466	-0.2339	-0.2731	0.1780	0.1728
2	4329499	4329899	-0.4783	-0.0576	-0.1422	-0.6688	-0.2245	-0.0541
2	4380000	4380400	-0.1428	-0.3733	-0.1732	0.6306	0.3416	0.4369
2	4480098	4480498	0.1840	-0.4137	-0.0717	-0.0582	0.8808	0.0708
2	4500000	4500400	0.1957	0.2466	0.1238	-0.6186	0.2877	-0.3371
2	4569499	4569899	-0.2057	-0.2472	-0.1235	-0.0001	0.0981	-0.4100
2	4620000	4620400	-0.4784	-0.2943	-0.3123	-0.4447	0.1500	-0.3350
2	4689499	4689899	0.0832	0.5240	0.1685	-0.7481	-0.5652	0.1021
2	4740000	4740400	-0.3250	0.3600	0.3469	0.2691	0.2147	0.4642
2	4840098	4840498	-0.3082	-0.1702	-0.5296	-0.0284	0.4651	0.0664
2	4929499	4929899	-0.6728	-1.1426	-0.6458	-0.9114	-1.2462	-1.1468
2	5049499	5049899	-0.3320	0.3123	0.1063	-0.3133	-0.4901	-0.4011
2	5200098	5200498	-0.9843	-0.8051	-1.0341	-1.4278	-1.2512	-1.6470
2	5289499	5289899	-0.2343	0.4638	-0.1122	-0.2836	-0.1921	-0.1420
2	5409499	5409899	-0.3248	-0.2101	0.2082	-0.6611	0.3378	-0.6696
2	5560098	5560498	-0.1911	-0.1068	-0.1083	-0.4254	0.1704	0.3258
2	5649499	5649899	1.1316	0.7663	1.5578	0.7297	1.2101	1.0081
2	5769499	5769899	0.4219	-0.1271	-0.7497	-0.3086	-0.6546	-0.0221
2	5920098	5920498	0.4173	0.3806	-0.1099	-0.0053	-0.4496	0.5382
2	6009499	6009899	0.0531	-0.1407	0.5429	-0.1236	-0.3054	-0.0575
2	6129499	6129899	-0.4458	0.1662	-0.2615	0.0176	0.9010	-0.0693
2	6280098	6280498	0.2337	0.2051	0.4238	0.4511	-0.1097	0.1224
2	6369499	6369899	0.2915	0.3579	-0.3737	0.4836	0.5153	-0.4508
2	6489499	6489899	0.5756	-0.2770	0.5476	0.0326	0.0644	0.0468
2	6640098	6640498	0.5448	0.0890	0.1344	0.0010	-0.3609	-0.3246
2	6729499	6729899	0.4853	-0.7593	0.1121	0.6195	-0.0122	-0.0505
2	6849499	6849899	-0.5930	-0.4261	0.6242	0.3146	-0.2129	0.4411
2	7000098	7000498	0.3173	0.1181	-0.3231	-0.2699	0.0034	0.3963
2	7089499	7089899	0.2969	-0.4691	0.1806	-0.0530	-0.4943	-0.2394
2	7209499	7209899	0.1189	0.2294	-0.0248	0.2700	-0.2013	-0.0655
2	7360098	7360498	-0.5645	-0.4175	-0.4063	0.0570	-0.2386	0.0120
2	7449499	7449899	-0.4036	0.2487	-0.0859	-0.1269	-0.4109	-0.1071
2	7569499	7569899	0.4396	0.7697	-0.1137	-0.4296	-0.1443	-0.5457
2	7720098	7720498	0.8773	0.8453	1.2599	1.8282	0.8730	1.6770
2	7809499	7809899	0.8818	1.2962	1.6508	0.6142	1.0519	1.9218
2	7929499	7929899	1.9022	0.7288	1.0115	1.9154	1.6726	1.5554
2	8080098	8080498	0.1319	0.0377	0.1300	-0.1161	0.4706	0.3415
2	8169499	8169899	0.0956	-0.3819	0.2996	0.0265	-0.4662	-0.4617
2	8289499	8289899	1.1108	-0.3151	0.7203	-0.0658	0.3667	-0.1903
2	8440098	8440498	0.3286	-0.0994	-0.4067	-0.6533	0.2279	-0.5172
2	8529499	8529899	-0.4089	0.3124	-0.4269	-0.2660	-0.1266	0.1033
2	8649499	8649899	1.2688	1.3182	1.3444	1.5342	2.1069	2.1222
2	8800098	8800498	0.2675	0.2449	-0.4125	-0.1753	-1.1406	0.0423
2	8889499	8889899	-0.3142	0.0759	-0.2041	0.6326	0.0863	-0.0515
2	9009499	9009899	0.7678	0.9554	1.2004	1.0894	1.3461	2.0560
2	9160098	9160498	0.1821	0.4632	-0.1577	-0.3672	0.0453	0.4160
2	9249499	9249899	0.0289	0.2184	0.0064	-0.7317	-0.3880	-0.0526
2	9369499	9369899	-0.3423	-0.6111	0.2268	0.2305	0.1945	-0.5038
2	9520098	9520498	-0.5274	-0.1716	-0.0461	-0.1700	-0.1741	0.1616
2	9609499	9609899	-0.4007	0.4214	-0.4711	-0.0527	-0.6253	-0.0613
2	9729499	9729899	-0.2054	-0.0139	0.1775	0.8806	-0.3300	0.1781
2	9880098	9880498	0.0698	-0.0365	0.1005	0.3318	0.3429	-0.0998
2	9969499	9969899	0.2931	0.5848	0.0937	-0.2219	0.2119	-0.0556
2	10089499	10089899	0.2332	-0.4728	0.2999	-0.3604	0.1429	-0.4719
2	10240098	10240498	0.4475	-0.3300	0.2832	0.2231	-0.1567	0.1402
2	10329499	10329899	0.4216	0.2934	-0.4535	0.0334	0.3637	-0.3828
2	10449499	10449899	-0.9900	-1.4484	-1.7588	-1.6835	-2.0932	-2.1456
2	10600098	10600498	-0.0911	-0.2354	-0.1770	-0.5854	-0.1370	-0.1888
2	10689499	10689899	0.0813	0.0063	-0.2305	-0.0786	0.0723	0.4026
2	10809499	10809899	0.7446	0.3190	1.3652	0.8036	1.1821	1.2060
